STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
UTTARAKHAND,PAURI,RAMESH CHANDER,BAHUJAN SAMAJ PARTY,364
UTTARAKHAND,PAURI,VIR PRATAP SINGH,UTTARAKHAND KRANTI DAL,323
UTTARAKHAND,PAURI,DEVAKI NANDAN SHAH,INDEPENDENT,282
UTTARAKHAND,PAURI,ANIL KUMAR,UTTARAKHAND KRANTI DAL (DEMOCRATIC),184
UTTARAKHAND,PAURI,VIJAY SINGH,INDEPENDENT,153
UTTARAKHAND,PAURI,MANOHAR LAL PAHARI,UTTARAKHAND RAKSHA MORCHA,151
UTTARAKHAND,PAURI,NONE OF THE ABOVE,NONE OF THE ABOVE,693
UTTARAKHAND,YAMKESHWAR,RITU KHANDURI BHUSHAN,BHARATIYA JANATA PARTY,19671
UTTARAKHAND,YAMKESHWAR,RENU BISHT,INDEPENDENT,10689
UTTARAKHAND,YAMKESHWAR,SHAILENDRA SINGH RAWAT,INDIAN NATIONAL CONGRESS,10283
UTTARAKHAND,YAMKESHWAR,PRASHANT BADONI,INDEPENDENT,2698
UTTARAKHAND,YAMKESHWAR,SHANTI PRASAD BHATT,UTTARAKHAND KRANTI DAL,542
UTTARAKHAND,YAMKESHWAR,JAGPAL SINGH NEGI,BAHUJAN SAMAJ PARTY,375
UTTARAKHAND,YAMKESHWAR,KIRSHAN CHANDRA,INDEPENDENT,250
UTTARAKHAND,YAMKESHWAR,(BRIG) GOVIND PRASAD BARTHWAL,INDEPENDENT,235
UTTARAKHAND,YAMKESHWAR,NONE OF THE ABOVE,NONE OF THE ABOVE,988
UTTARAKHAND,HARDWAR RURAL,YATISHWARANAND,BHARATIYA JANATA PARTY,44964
UTTARAKHAND,HARDWAR RURAL,HARISH CHANDRA SINGH RAWAT,INDIAN NATIONAL CONGRESS,32686
UTTARAKHAND,HARDWAR RURAL,MUKARRAM,BAHUJAN SAMAJ PARTY,18383
UTTARAKHAND,HARDWAR RURAL,SUBASH CHAND,UTTARAKHAND KRANTI DAL,514
UTTARAKHAND,HARDWAR RURAL,RENU NOTIYAL,INDEPENDENT,339
UTTARAKHAND,HARDWAR RURAL,VASIM AHMAD,INDEPENDENT,334
UTTARAKHAND,HARDWAR RURAL,MUSTAFA,INDEPENDENT,201
UTTARAKHAND,HARDWAR RURAL,NAGENDRA SINGH,INDEPENDENT,147
UTTARAKHAND,HARDWAR RURAL,NONE OF THE ABOVE,NONE OF THE ABOVE,645
UTTARAKHAND,LAKSAR,SANJAY GUPTA,BHARATIYA JANATA PARTY,25248
UTTARAKHAND,LAKSAR,HAJI TASLEEM AHMAD,INDIAN NATIONAL CONGRESS,23644
UTTARAKHAND,LAKSAR,SUBHASH SINGH CHOUDHARY,BAHUJAN SAMAJ PARTY,19656
UTTARAKHAND,LAKSAR,KUSHALPAL SINGH,INDEPENDENT,6087
UTTARAKHAND,LAKSAR,SUMIT,INDEPENDENT,2415
UTTARAKHAND,LAKSAR,NARENDRA,SAMAJWADI PARTY,282
UTTARAKHAND,LAKSAR,RATENDRA TIWARI,INDEPENDENT,199
UTTARAKHAND,LAKSAR,MEMPAL,SHIVSENA,96
UTTARAKHAND,LAKSAR,JULFUKAR ANSARI,INDEPENDENT,94
UTTARAKHAND,LAKSAR,NIDHI SINGH,INDEPENDENT,62
UTTARAKHAND,LAKSAR,NONE OF THE ABOVE,NONE OF THE ABOVE,287
UTTARAKHAND,MANGLORE,QAZI MOHD NIZAMUDDIN,INDIAN NATIONAL CONGRESS,31352
UTTARAKHAND,MANGLORE,SARWAT KAREEM ANSARI,BAHUJAN SAMAJ PARTY,28684
UTTARAKHAND,MANGLORE,RISHIPAL BALIYAN,BHARATIYA JANATA PARTY,16964
UTTARAKHAND,MANGLORE,LETESH KUMAR,RASHTRIYA LOK DAL,3265
UTTARAKHAND,MANGLORE,USHA,INDEPENDENT,333
UTTARAKHAND,MANGLORE,SUNIL KUMAR,BAHUJAN MUKTI PARTY,172
UTTARAKHAND,MANGLORE,UBERDUR RAHAMAN,INDEPENDENT,143
UTTARAKHAND,MANGLORE,NONE OF THE ABOVE,NONE OF THE ABOVE,278
UTTARAKHAND,KHANPUR,KUNWAR PARNAV SINGH CHAMPION,BHARATIYA JANATA PARTY,53192
UTTARAKHAND,KHANPUR,MUFTI RIYASAT ALI,BAHUJAN SAMAJ PARTY,39457
UTTARAKHAND,KHANPUR,CHOUDHARY YASHVEER SINGH,INDIAN NATIONAL CONGRESS,6894
UTTARAKHAND,KHANPUR,RAVINDER SINGH,INDEPENDENT,4856
UTTARAKHAND,KHANPUR,SUNIL,INDEPENDENT,729
UTTARAKHAND,KHANPUR,PALLAVI KUKRETI,SAINIK SAMAJ PARTY,373
UTTARAKHAND,KHANPUR,VIRENDER SINGH,INDEPENDENT,338
UTTARAKHAND,KHANPUR,SANJAY SINGH,UTTARAKHAND KRANTI DAL,267
UTTARAKHAND,KHANPUR,RISHIRAM,INDEPENDENT,134
UTTARAKHAND,KHANPUR,MOHD. ARSHAD,INDEPENDENT,132
UTTARAKHAND,KHANPUR,RAJVEER,INDEPENDENT,115
UTTARAKHAND,KHANPUR,PEHAL SINGH,INDEPENDENT,82
UTTARAKHAND,KHANPUR,ANIL KUMAR,INDEPENDENT,42
UTTARAKHAND,KHANPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,523
UTTARAKHAND,ROORKEE,PRADEEP BATRA,BHARATIYA JANATA PARTY,40000
UTTARAKHAND,ROORKEE,SURESH CHAND JAIN,INDIAN NATIONAL CONGRESS,27458
UTTARAKHAND,ROORKEE,RAM SUBHAG SINGH,BAHUJAN SAMAJ PARTY,3239
UTTARAKHAND,ROORKEE,SUNITA SINGH,SAMAJWADI PARTY,918
UTTARAKHAND,ROORKEE,ADESH KUMAR SHARMA,UTTARAKHAND KRANTI DAL,169
UTTARAKHAND,ROORKEE,SHARAD PANDEY,PEOPLE’S PARTY,72
UTTARAKHAND,ROORKEE,YUDHVIJAY SINGH,INDEPENDENT,65
UTTARAKHAND,ROORKEE,NARENDRA SINGH,INDEPENDENT,43
UTTARAKHAND,ROORKEE,NONE OF THE ABOVE,NONE OF THE ABOVE,303
UTTARAKHAND,PIRANKALIYAR,FURKAN AHMAD,INDIAN NATIONAL CONGRESS,29243
UTTARAKHAND,PIRANKALIYAR,JAIBHAGWAN,BHARATIYA JANATA PARTY,27894
UTTARAKHAND,PIRANKALIYAR,SHAHZAD,INDEPENDENT,23843
UTTARAKHAND,PIRANKALIYAR,RAO SAJID,BAHUJAN SAMAJ PARTY,6188
UTTARAKHAND,PIRANKALIYAR,NETRA PAL,INDEPENDENT,1367
UTTARAKHAND,PIRANKALIYAR,MOTI LAL MAURYA,INDEPENDENT,519
UTTARAKHAND,PIRANKALIYAR,MAHAK SINGH SAINI,INDEPENDENT,329
UTTARAKHAND,PIRANKALIYAR,SAMEER ALVI,INDEPENDENT,227
UTTARAKHAND,PIRANKALIYAR,AFZAL AHMED,BHARTIYA SARVODAYA PARTY,215
UTTARAKHAND,PIRANKALIYAR,NITIN,UTTARAKHAND KRANTI DAL,197
UTTARAKHAND,PIRANKALIYAR,SUSHMA,INDEPENDENT,157
UTTARAKHAND,PIRANKALIYAR,NONE OF THE ABOVE,NONE OF THE ABOVE,350
UTTARAKHAND,JHABRERA,DESRAJ KARANWAL,BHARATIYA JANATA PARTY,32146
UTTARAKHAND,JHABRERA,RAJPAL SINGH,INDIAN NATIONAL CONGRESS,29893
UTTARAKHAND,JHABRERA,BHAGAVAT SINGH,BAHUJAN SAMAJ PARTY,20468
UTTARAKHAND,JHABRERA,VIMLA,SAMAJWADI PARTY,470
UTTARAKHAND,JHABRERA,ATAR SINGH,RASHTRIYA LOK DAL,409
UTTARAKHAND,JHABRERA,MEMPAL,INDEPENDENT,151
UTTARAKHAND,JHABRERA,TEJPAL SINGH,BHARAT KAUMI DAL,149
UTTARAKHAND,JHABRERA,REETA,INDEPENDENT,139
UTTARAKHAND,JHABRERA,KOMAL RANI,INDEPENDENT,121
UTTARAKHAND,JHABRERA,HAV. HARPAL SINGH,SHIVSENA,96
UTTARAKHAND,JHABRERA,NONE OF THE ABOVE,NONE OF THE ABOVE,373
UTTARAKHAND,BHAGWANPUR,MAMTA RAKESH,INDIAN NATIONAL CONGRESS,44882
UTTARAKHAND,BHAGWANPUR,SUBODH RAKESH,BHARATIYA JANATA PARTY,42369
UTTARAKHAND,BHAGWANPUR,RAM KUMAR RANA,BAHUJAN SAMAJ PARTY,4069
UTTARAKHAND,BHAGWANPUR,PREMPATI,SAMAJWADI PARTY,889
UTTARAKHAND,BHAGWANPUR,BISHAMBER SINGH,UTTARAKHAND KRANTI DAL,167
UTTARAKHAND,BHAGWANPUR,ADESH KUMAR,INDEPENDENT,154
UTTARAKHAND,BHAGWANPUR,PREM SINGH,INDEPENDENT,153
UTTARAKHAND,BHAGWANPUR,SURENDRA KUMAR,BAHUJAN MUKTI PARTY,119
UTTARAKHAND,BHAGWANPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,349
UTTARAKHAND,JWALAPUR,SURESH RATHOR,BHARATIYA JANATA PARTY,29513
UTTARAKHAND,JWALAPUR,S.P.SINGH ENGINEER,INDIAN NATIONAL CONGRESS,24725
UTTARAKHAND,JWALAPUR,MULKI RAJ,BAHUJAN SAMAJ PARTY,19483
UTTARAKHAND,JWALAPUR,BRAJ RANI,INDEPENDENT,9338
UTTARAKHAND,JWALAPUR,SUBHASH CHANCHAL,INDEPENDENT,1544
UTTARAKHAND,JWALAPUR,MADAN LAL,INDEPENDENT,1077
UTTARAKHAND,JWALAPUR,ARVIND KUMAR,INDEPENDENT,559
UTTARAKHAND,JWALAPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,638
UTTARAKHAND,B.H.E.L. RANIPUR,ADESH CHAUHAN,BHARATIYA JANATA PARTY,56644
UTTARAKHAND,B.H.E.L. RANIPUR,AMBRISH KUMAR,INDIAN NATIONAL CONGRESS,34404
UTTARAKHAND,B.H.E.L. RANIPUR,PRASHANT RAI,BAHUJAN SAMAJ PARTY,9971
UTTARAKHAND,B.H.E.L. RANIPUR,PITAMBAR DUTT BALUNI,COMMUNIST PARTY OF INDIA (MARXIST),322
UTTARAKHAND,B.H.E.L. RANIPUR,NAVEEN KAUSHIK,SAMAJWADI PARTY,282
UTTARAKHAND,B.H.E.L. RANIPUR,TIRATH PAL,INDEPENDENT,253
UTTARAKHAND,B.H.E.L. RANIPUR,SANJAY KUMAR,BAHUJAN MUKTI PARTY,211
UTTARAKHAND,B.H.E.L. RANIPUR,DHANESH KUMAR,INDEPENDENT,204
UTTARAKHAND,B.H.E.L. RANIPUR,FAIZAN,INDEPENDENT,187
UTTARAKHAND,B.H.E.L. RANIPUR,IRFAN ALI,INDEPENDENT,161
UTTARAKHAND,B.H.E.L. RANIPUR,GULSHAN KHATRI,INDEPENDENT,156
UTTARAKHAND,B.H.E.L. RANIPUR,TOUFEEQ AHMAD,UTTARAKHAND KRANTI DAL,154
UTTARAKHAND,B.H.E.L. RANIPUR,UMESH CHANDR MISHRA,INDEPENDENT,152
UTTARAKHAND,B.H.E.L. RANIPUR,PANKAJ KUMAR,INDEPENDENT,98
UTTARAKHAND,B.H.E.L. RANIPUR,ANAND KUMAR VERMA,BHARATIYA MOMIN FRONT,96
UTTARAKHAND,B.H.E.L. RANIPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,517
UTTARAKHAND,HARDWAR,MADAN KAUSHIK,BHARATIYA JANATA PARTY,61742
UTTARAKHAND,HARDWAR,BRAHMSWROOP BRAHMCHARI,INDIAN NATIONAL CONGRESS,25815
UTTARAKHAND,HARDWAR,ANJU MITTAL,BAHUJAN SAMAJ PARTY,2661
UTTARAKHAND,HARDWAR,RAVISH BHATIJA,INDEPENDENT,1571
UTTARAKHAND,HARDWAR,RAJKUMAR AGGRWAL,INDEPENDENT,364
UTTARAKHAND,HARDWAR,ADESH,UTTARAKHAND KRANTI DAL,329
UTTARAKHAND,HARDWAR,VIJAY LAXMI,INDEPENDENT,232
UTTARAKHAND,HARDWAR,ADESH KUMAR,AARAKSHAN VIRODHI PARTY,125
UTTARAKHAND,HARDWAR,MANOJ KUMAR SHARMA,INDEPENDENT,78
UTTARAKHAND,HARDWAR,NONE OF THE ABOVE,NONE OF THE ABOVE,632
UTTARAKHAND,RISHIKESH,PREMCHAND AGGARWAL,BHARATIYA JANATA PARTY,45082
UTTARAKHAND,RISHIKESH,RAJPAL SINGH KHAROLA,INDIAN NATIONAL CONGRESS,30281
UTTARAKHAND,RISHIKESH,SANDEEP GUPTA,INDEPENDENT,17149
UTTARAKHAND,RISHIKESH,LALLAN BHARDWAJ RAJBHAR,BAHUJAN SAMAJ PARTY,2866
UTTARAKHAND,RISHIKESH,VIVEK TIWARI,INDEPENDENT,889
UTTARAKHAND,RISHIKESH,RAJENDRA PRASAD GAIROLA,UTTARAKHAND KRANTI DAL,344
UTTARAKHAND,RISHIKESH,VIJAYLAXMI GUSAIN,INDEPENDENT,240
UTTARAKHAND,RISHIKESH,MOHIT KUMAR,INDEPENDENT,230
UTTARAKHAND,RISHIKESH,GURUCHARAN,NATIONALIST CONGRESS PARTY,217
UTTARAKHAND,RISHIKESH,RAM KRISHANA TIWARI,SARV VIKAS PARTY,168
UTTARAKHAND,RISHIKESH,USHA ASWAL,INDEPENDENT,107
UTTARAKHAND,RISHIKESH,NONE OF THE ABOVE,NONE OF THE ABOVE,775
UTTARAKHAND,DOIWALA,TRIVENDRA SINGH RAWAT,BHARATIYA JANATA PARTY,58502
UTTARAKHAND,DOIWALA,HIRA SINGH BISHT,INDIAN NATIONAL CONGRESS,33633
UTTARAKHAND,DOIWALA,A.HAMEED,BAHUJAN SAMAJ PARTY,1569
UTTARAKHAND,DOIWALA,SUBHASH CHANDRA PUROHIT,UTTARAKHAND KRANTI DAL,475
UTTARAKHAND,DOIWALA,GAJENDRA SINGH,BHARTIYA SARVODAYA PARTY,313
UTTARAKHAND,DOIWALA,ARUN,INDEPENDENT,304
UTTARAKHAND,DOIWALA,USHA RANI,INDEPENDENT,274
UTTARAKHAND,DOIWALA,PRAKASH CHANDRA TIWARI,INDEPENDENT,222
UTTARAKHAND,DOIWALA,BALWENDRA SINGH NEGI,UTTARAKHAND KRANTI DAL (DEMOCRATIC),213
UTTARAKHAND,DOIWALA,SURENDRA DUTT PETWAL,HAMARI JANMANCH PARTY,142
UTTARAKHAND,DOIWALA,SHIKHA NEGI,RASHTRIYA ADARSH PARTY,128
UTTARAKHAND,DOIWALA,NONE OF THE ABOVE,NONE OF THE ABOVE,994
UTTARAKHAND,MUSSOORIE,GANESH JOSHI,BHARATIYA JANATA PARTY,41322
UTTARAKHAND,MUSSOORIE,GODAWARI THAPLI,INDIAN NATIONAL CONGRESS,29245
UTTARAKHAND,MUSSOORIE,RAJKUMAR JAISWAL,INDEPENDENT,1692
UTTARAKHAND,MUSSOORIE,ASHOK PANWAR,BAHUJAN SAMAJ PARTY,862
UTTARAKHAND,MUSSOORIE,JAI PRAKASH UPADHYAY,UTTARAKHAND KRANTI DAL,471
UTTARAKHAND,MUSSOORIE,SANJAY KUNDALIYA,INDEPENDENT,404
UTTARAKHAND,MUSSOORIE,ANIRUDDHA SHARMA,UTTARAKHAND KRANTI DAL (DEMOCRATIC),253
UTTARAKHAND,MUSSOORIE,SUSHIL KUMAR MALHOTRA,INDEPENDENT,212
UTTARAKHAND,MUSSOORIE,SARIKA PRADHAN,INDEPENDENT,163
UTTARAKHAND,MUSSOORIE,GYANVEER TYAGI,UTTARAKHAND PARIVARTAN PARTY,137
UTTARAKHAND,MUSSOORIE,CAROL ALICK ROGERS,INDEPENDENT,104
UTTARAKHAND,MUSSOORIE,YESHVEER ARYA,INDEPENDENT,73
UTTARAKHAND,MUSSOORIE,NONE OF THE ABOVE,NONE OF THE ABOVE,634
UTTARAKHAND,DEHRADUN CANTT.,SHRI HARBANS KAPOOR,BHARATIYA JANATA PARTY,41142
UTTARAKHAND,DEHRADUN CANTT.,SHRI SURYAKANT DHASMANA,INDIAN NATIONAL CONGRESS,24472
UTTARAKHAND,DEHRADUN CANTT.,SHRI ANOOP NAUTIYAL,INDEPENDENT,3285
UTTARAKHAND,DEHRADUN CANTT.,SHRI NAVEEN BISHT,INDEPENDENT,1303
UTTARAKHAND,DEHRADUN CANTT.,SHRI DEVENDRA KUMAR,BAHUJAN SAMAJ PARTY,802
UTTARAKHAND,DEHRADUN CANTT.,KUNWAR JAPENDRA SINGH UTTARAKHANDI,RASHTRIYA LOK DAL,325
UTTARAKHAND,DEHRADUN CANTT.,SHRI LAXMAN SINGH NEGI ( ANIL NEGI),NATIONALIST CONGRESS PARTY,283
UTTARAKHAND,DEHRADUN CANTT.,SHRI KAPIL BHATIA,INDEPENDENT,159
UTTARAKHAND,DEHRADUN CANTT.,SHRI SANJAY GOYAL,INDEPENDENT,149
UTTARAKHAND,DEHRADUN CANTT.,DR. R.K. PATHAK,SAMAJWADI PARTY,110
UTTARAKHAND,DEHRADUN CANTT.,SHRI SRIBILASH,UTTARAKHAND KRANTI DAL,103
UTTARAKHAND,DEHRADUN CANTT.,SHRI ARUN KHANNA,INDEPENDENT,64
UTTARAKHAND,DEHRADUN CANTT.,NONE OF THE ABOVE,NONE OF THE ABOVE,641
UTTARAKHAND,RAJPUR ROAD,KHAJAN DASS,BHARATIYA JANATA PARTY,36601
UTTARAKHAND,RAJPUR ROAD,RAJ KUMAR,INDIAN NATIONAL CONGRESS,27969
UTTARAKHAND,RAJPUR ROAD,JAG RAM SINGH,BAHUJAN SAMAJ PARTY,1959
UTTARAKHAND,RAJPUR ROAD,AJAY SONKAR,INDEPENDENT,1484
UTTARAKHAND,RAJPUR ROAD,MANOJ KUMAR,UTTARAKHAND KRANTI DAL,297
UTTARAKHAND,RAJPUR ROAD,T C BHARTI,INDEPENDENT,228
UTTARAKHAND,RAJPUR ROAD,HARI CHAND,BHARTIYA SARVODAYA PARTY,125
UTTARAKHAND,RAJPUR ROAD,SANDEEP KUMAR PAL,UTTARAKHAND PARIVARTAN PARTY,99
UTTARAKHAND,RAJPUR ROAD,NONE OF THE ABOVE,NONE OF THE ABOVE,697
UTTARAKHAND,RAIPUR,UMESH SHARMA KAU,BHARATIYA JANATA PARTY,59764
UTTARAKHAND,RAIPUR,PRABHU LAL,INDIAN NATIONAL CONGRESS,22993
UTTARAKHAND,RAIPUR,RAJNI RAWAT,INDEPENDENT,7569
UTTARAKHAND,RAIPUR,MAHENDER SINGH NEGI,INDEPENDENT,2714
UTTARAKHAND,RAIPUR,HARI SINGH KHORWAL,BAHUJAN SAMAJ PARTY,1680
UTTARAKHAND,RAIPUR,TEJENDRA SINGH RAWAT,INDEPENDENT,1079
UTTARAKHAND,RAIPUR,RAKESH BARTHWAL,INDEPENDENT,392
UTTARAKHAND,RAIPUR,NIRMALA BISHT,INDEPENDENT,331
UTTARAKHAND,RAIPUR,ANIL DOBHAL,UTTARAKHAND KRANTI DAL,293
UTTARAKHAND,RAIPUR,YAGYA BHUSAN SHARMA,INDEPENDENT,197
UTTARAKHAND,RAIPUR,NAGENDER SINGH,INDEPENDENT,155
UTTARAKHAND,RAIPUR,RUKHSHAR MANSOORI,INDEPENDENT,126
UTTARAKHAND,RAIPUR,RAJENDRA PRASAD GAIROLLA,RASHTRIYA UTTARAKHAND PARTY,123
UTTARAKHAND,RAIPUR,USHA NAGAR,RASHTRIYA ADARSH PARTY,93
UTTARAKHAND,RAIPUR,MOHD. EHSAAN,INDEPENDENT,81
UTTARAKHAND,RAIPUR,RAJKUMAR TYAGI,UTTARAKHAND PARIVARTAN PARTY,77
UTTARAKHAND,RAIPUR,MAA PRABHA KIRAN,SARV VIKAS PARTY,74
UTTARAKHAND,RAIPUR,DHAN SINGH,BHARTIYA SARVODAYA PARTY,67
UTTARAKHAND,RAIPUR,VIJAYNATH,INDEPENDENT,42
UTTARAKHAND,RAIPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,548
UTTARAKHAND,DHARAMPUR,VINOD CHAMOLI,BHARATIYA JANATA PARTY,53828
UTTARAKHAND,DHARAMPUR,DINESH AGARWAL,INDIAN NATIONAL CONGRESS,42875
UTTARAKHAND,DHARAMPUR,NOOR HASSAN,INDEPENDENT,4117
UTTARAKHAND,DHARAMPUR,SALEEM AHMED,BAHUJAN SAMAJ PARTY,951
UTTARAKHAND,DHARAMPUR,JOGENDRA RAWAT,INDEPENDENT,577
UTTARAKHAND,DHARAMPUR,RAJANI RAWAT,INDEPENDENT,541
UTTARAKHAND,DHARAMPUR,RAMSUKH,INDEPENDENT,475
UTTARAKHAND,DHARAMPUR,BAHADUR SINGH RAWAT,UTTARAKHAND KRANTI DAL,439
UTTARAKHAND,DHARAMPUR,MOHAMMAD ISMAIL,INDEPENDENT,356
UTTARAKHAND,DHARAMPUR,RUPENDRA KUMAR TOMAR,INDEPENDENT,236
UTTARAKHAND,DHARAMPUR,NIRAJ SINGHAL,INDEPENDENT,188
UTTARAKHAND,DHARAMPUR,GULISTA KHANAM,INDEPENDENT,180
UTTARAKHAND,DHARAMPUR,PRITAM SINGH KULVANSHI,INDEPENDENT,163
UTTARAKHAND,DHARAMPUR,ANIL KUMAR GUPTA,INDEPENDENT,137
UTTARAKHAND,DHARAMPUR,BRIJ BHUSHAN KARANWAL,INDEPENDENT,131
UTTARAKHAND,DHARAMPUR,MEHERBAN,INDEPENDENT,113
UTTARAKHAND,DHARAMPUR,SANJAY SRIVASTAVA,INDEPENDENT,111
UTTARAKHAND,DHARAMPUR,HRIDAY BHUSHAN DIMRI,SARV VIKAS PARTY,109
UTTARAKHAND,DHARAMPUR,MAN MOHAN LAKHERA,HAMARI JANMANCH PARTY,99
UTTARAKHAND,DHARAMPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,377
UTTARAKHAND,SAHASPUR,SAHDEV SINGH PUNDIR,BHARATIYA JANATA PARTY,44055
UTTARAKHAND,SAHASPUR,KISHORE UPADHAYA,INDIAN NATIONAL CONGRESS,25192
UTTARAKHAND,SAHASPUR,ARYENDRA SHARMA,INDEPENDENT,21888
UTTARAKHAND,SAHASPUR,LAXMI AGARWAL,INDEPENDENT,8628
UTTARAKHAND,SAHASPUR,GAURAV PUNDIR,INDEPENDENT,2963
UTTARAKHAND,SAHASPUR,PRAKASH JOSHI,INDEPENDENT,1410
UTTARAKHAND,SAHASPUR,SHIV PRASAD DEVLI,COMMUNIST PARTY OF INDIA (MARXIST),1110
UTTARAKHAND,SAHASPUR,ILTAF,BAHUJAN SAMAJ PARTY,831
UTTARAKHAND,SAHASPUR,ADESH KUMAR,SARV VIKAS PARTY,520
UTTARAKHAND,SAHASPUR,MANJU SINGH,RASHTRIYA LOK DAL,401
UTTARAKHAND,SAHASPUR,RAM VACHAN RAM,INDEPENDENT,332
UTTARAKHAND,SAHASPUR,OMPRAKASH SHARMA,INDEPENDENT,315
UTTARAKHAND,SAHASPUR,SHASHTRI PAWAN MALETHA,UTTARAKHAND KRANTI DAL (DEMOCRATIC),294
UTTARAKHAND,SAHASPUR,CHAITANYA ANIL,SHIVSENA,165
UTTARAKHAND,SAHASPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,673
UTTARAKHAND,VIKASNAGAR,MUNNA SINGH CHAUHAN,BHARATIYA JANATA PARTY,38895
UTTARAKHAND,VIKASNAGAR,NAVPRABHAT,INDIAN NATIONAL CONGRESS,32477
UTTARAKHAND,VIKASNAGAR,VIPUL JAIN,INDEPENDENT,2412
UTTARAKHAND,VIKASNAGAR,GIREESH KUMAR,BAHUJAN SAMAJ PARTY,594
UTTARAKHAND,VIKASNAGAR,SANDEEP DUBEY,INDEPENDENT,499
UTTARAKHAND,VIKASNAGAR,DIGAMBAR SINGH,UTTARAKHAND KRANTI DAL,392
UTTARAKHAND,VIKASNAGAR,RAJEEV KUMAR,INDEPENDENT,369
UTTARAKHAND,VIKASNAGAR,GURUMEL SINGH,INDEPENDENT,332
UTTARAKHAND,VIKASNAGAR,KAUSHAL KISHOR GAUTAM,SAMAJWADI PARTY,258
UTTARAKHAND,VIKASNAGAR,BHASKAR CHUG,ALL INDIA FORWARD BLOC,197
UTTARAKHAND,VIKASNAGAR,ASHOK SINGH,INDEPENDENT,103
UTTARAKHAND,VIKASNAGAR,DINESH KUMAR SHARMA,INDEPENDENT,89
UTTARAKHAND,VIKASNAGAR,NONE OF THE ABOVE,NONE OF THE ABOVE,466
UTTARAKHAND,CHAKRATA,PRITAM SINGH,INDIAN NATIONAL CONGRESS,34968
UTTARAKHAND,CHAKRATA,MADHU CHAUHAN,BHARATIYA JANATA PARTY,33425
UTTARAKHAND,CHAKRATA,DAULAT KUNWAR,BAHUJAN SAMAJ PARTY,2375
UTTARAKHAND,CHAKRATA,SWARAJ SINGH,INDEPENDENT,723
UTTARAKHAND,CHAKRATA,NONE OF THE ABOVE,NONE OF THE ABOVE,391
UTTARAKHAND,DHANOLTI,PRITAM SINGH PANWAR,INDEPENDENT,17811
UTTARAKHAND,DHANOLTI,NARAYAN SINGH RANA,BHARATIYA JANATA PARTY,16196
UTTARAKHAND,DHANOLTI,MANMOHAN SINGH MALL (MANNU BHAI),INDIAN NATIONAL CONGRESS,12193
UTTARAKHAND,DHANOLTI,RAKESH SEMWAL,UTTARAKHAND KRANTI DAL,789
UTTARAKHAND,DHANOLTI,DINESH,BAHUJAN SAMAJ PARTY,551
UTTARAKHAND,DHANOLTI,UTTAM SINGH,INDEPENDENT,534
UTTARAKHAND,DHANOLTI,CHAMAN NAUTIYAL,INDEPENDENT,463
UTTARAKHAND,DHANOLTI,PREM DUTT,INDIAN BUSINESS PARTY,332
UTTARAKHAND,DHANOLTI,NONE OF THE ABOVE,NONE OF THE ABOVE,640
UTTARAKHAND,TEHRI,DHAN SINGH NEGI,BHARATIYA JANATA PARTY,20896
UTTARAKHAND,TEHRI,DINESH DHANAI,INDEPENDENT,14056
UTTARAKHAND,TEHRI,NARENDRA CHAND RAMOLA,INDIAN NATIONAL CONGRESS,4466
UTTARAKHAND,TEHRI,SUSHIL CHANDRA BAHUGUNA,HAMARI JANMANCH PARTY,1067
UTTARAKHAND,TEHRI,SANJAY KUMAR MAITHANI,INDEPENDENT,984
UTTARAKHAND,TEHRI,TRILOK SINGH NEGI,INDEPENDENT,722
UTTARAKHAND,TEHRI,GOPAL DUTT CHAMOLI,INDEPENDENT,585
UTTARAKHAND,TEHRI,BUDHI SINGH PUNDIR,UTTARAKHAND KRANTI DAL,507
UTTARAKHAND,TEHRI,BHAGWAN SINGH RANA,COMMUNIST PARTY OF INDIA (MARXIST),285
UTTARAKHAND,TEHRI,GANESH KUDIYAL,INDEPENDENT,180
UTTARAKHAND,TEHRI,SOMI LAL,BAHUJAN SAMAJ PARTY,133
UTTARAKHAND,TEHRI,NONE OF THE ABOVE,NONE OF THE ABOVE,476
UTTARAKHAND,PRATAPNAGAR,VIJAY SINGH PANWAR(GUDDU BHAI),BHARATIYA JANATA PARTY,15058
UTTARAKHAND,PRATAPNAGAR,VIKRAM SINGH NEGI,INDIAN NATIONAL CONGRESS,13119
UTTARAKHAND,PRATAPNAGAR,RAJESHWAR PRASAD PAINULY,INDIAN BUSINESS PARTY,5594
UTTARAKHAND,PRATAPNAGAR,MURARI LAL KHANDWAL,INDEPENDENT,3774
UTTARAKHAND,PRATAPNAGAR,PANKAJ VYAS,UTTARAKHAND KRANTI DAL,1078
UTTARAKHAND,PRATAPNAGAR,VIJAYPAL SINGH RAWAT,INDEPENDENT,1025
UTTARAKHAND,PRATAPNAGAR,MOHAN SINGH NEGI,INDEPENDENT,503
UTTARAKHAND,PRATAPNAGAR,KEDAR LAL,INDEPENDENT,316
